itemid,name,price,price_max,price_before,discount,stock,sold,rating,rating_count,liked_count,brand,in_stock,free_shipping,cod,source,thumbnail,url
17442449422,BellaCare super premium collagen เบลล่าแคร์คอลลาเจน (1กระป๋อง 30ซอง),599.0,599.0,599.0,0,1,119,5,16,3,Bellacare(เบลล่า แคร์),True,False,False,search_api,https://down-th.img.susercontent.com/file/a84797ebcc578e9ec2c04ffa41714b32,https://shopee.co.th/happyprice.sh/product/446101543/17442449422
6089854007,Two up Brand By Turbo Max ทู อัพ บาย เทอร์โบแมกซ์ (2 กล่อง 120 แคปซูล),2050.0,2050.0,2050.0,0,1,27,5,12,4,Turbo Max(เทอร์โบแม็กซ์),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rash-m2qi82f6hker44,https://shopee.co.th/happyprice.sh/product/446101543/6089854007
11107873021,Marine Collagen from New Zealand (100 กรัม) ครีมคอลลาเจนจากประเทศนิวซีแลนด์,550.0,550.0,550.0,0,1,3,4,2,0,Marine Collagen (มารีน คอลลาเจน),True,False,False,search_api,https://down-th.img.susercontent.com/file/63186eefd30954f38d8b6cd0c37ada69,https://shopee.co.th/happyprice.sh/product/446101543/11107873021
23531595531,JOJU COLLAGEN ปรับผิว เจจูคอลลาเจน,490.0,490.0,490.0,0,1,0,0,0,0,Joju Collagen(โจจู คอลลาเจน) ,True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23030-0lhdd24tslov00,https://shopee.co.th/happyprice.sh/product/446101543/23531595531
23325703642,Linhzhimin หลินจือมิน  (60 เม็ด x 1 กล่อง) สารสกัดจากเห็ดหลินจือแดง,1120.0,1120.0,1120.0,0,1,1,0,0,0,Nature Biotec(เนเจอร์ ไบโอเทค),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7qul0-ljm8zn0j410mbd,https://shopee.co.th/happyprice.sh/product/446101543/23325703642
23250866219,สบู่สมุนไพร พรทิน่า PONTINA HERBAL SOAP (1 ซอง มี 5 ก้อน) เขียว2+เหลือง 3,99.0,99.0,99.0,0,1,0,0,0,0,Pontina(พรทิน่า),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvfr-lk9c458lhd4s01,https://shopee.co.th/happyprice.sh/product/446101543/23250866219
22917632389,CHATIER Premium Collagen ชาเทียร์ คอลลาเจนน้องฉัตร (1กล่อง 7ซอง),390.0,390.0,390.0,0,1,0,0,0,0,Chatier(ชาเทียร์),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23010-as5xukn425lvd8,https://shopee.co.th/happyprice.sh/product/446101543/22917632389
22825706316,P NING พี่หนิง โกโก้/กาแฟ/ไฟเบอร์,250.0,250.0,250.0,0,1,0,0,0,0,P NING(พี่หนิง),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23020-km2ltvid9pnvd7,https://shopee.co.th/happyprice.sh/product/446101543/22825706316
22817633724,Black Sesame Oil 1000 mg. Smartlife Plus น้ำมันงาดำสกัดเย็น,580.0,580.0,580.0,0,1,3,0,0,0,Smart Life Plus(สมาร์ทไลฟ์ พลัส),True,False,False,search_api,https://down-th.img.susercontent.com/file/e81e705c6f099a132797467dc7354b13,https://shopee.co.th/happyprice.sh/product/446101543/22817633724
22725706355,CmaX Cordyceps Coffee กาแฟซีแม็คซ์ สูตรถั่งเช่า กาแฟเพื่อสุขภาพ ครีมเทียมสกัดจากมะพร้าว (1ห่อบรรจุ10ซอง),235.0,235.0,235.0,0,1,3,0,0,1,S.O.M.(เอสโอเอ็ม),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7rdwu-mdpxtxajk6ws16,https://shopee.co.th/happyprice.sh/product/446101543/22725706355
22500606286,พิณนารา พินนารา เซรั่มน้ำมันมะพร้าว น้ำมันมะพร้าวสกัดเย็น 85ml,220.0,220.0,220.0,0,1,17,5,6,2,Pinnara​(พิณนารา),True,False,False,search_api,https://down-th.img.susercontent.com/file/b8620a388c7eea989656f9605e890491,https://shopee.co.th/happyprice.sh/product/446101543/22500606286
22500606144,น้ำมันรำข้าวจมูกข้าว Gomphrena (กอมฟลีนา) 30แคปซูล,329.0,329.0,329.0,0,1,8,5,2,0,Gomphrena(กอมฟลีนา),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7r990-lxjcajqnzemn9c,https://shopee.co.th/happyprice.sh/product/446101543/22500606144
22450837092,VELDENT MOUTH SPARY เวลเดนท์ สเปรย์ ระงับกลิ่นปาก 18 ml,190.0,190.0,190.0,0,1,0,0,0,0,Veldent(เวลเดนท์),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvec-lk914kazfxdo0f,https://shopee.co.th/happyprice.sh/product/446101543/22450837092
22450837049,SHIROI GLUTA BERRY PLUS VIT C WHITE BODY CREAM ชิโรอิกลูต้า บอดี้ครีม ครีมบำรุงผิวกาย 500 กรัม,290.0,290.0,290.0,0,1,1,5,2,0,Shiroi(ชิโรอิ),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvg1-lk914ii204ga28,https://shopee.co.th/happyprice.sh/product/446101543/22450837049
22442232126,Amado IMMU Collagen - อมาโด้ อิมมู คอลลาเจน 1 กระป๋อง ( 100 กรัม ),280.0,280.0,280.0,0,1,0,0,0,0,Amado(อมาโด้),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvde-lgos0sgh0fx812,https://shopee.co.th/happyprice.sh/product/446101543/22442232126
22400606259,(3กระปุก) NAREEYA PLUS นารีญาพลัส ผลิตภัณฑ์เสริมอาหารสำหรับผู้หญิง อกฟู ตกขาว น้องมีกลิ่น อัพไซส์,749.0,749.0,749.0,0,1,0,0,0,0,Nareeya(นารีญา),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rash-m15gcqitq54xad,https://shopee.co.th/happyprice.sh/product/446101543/22400606259
22342232673,PURE underarm care ครีมเพียว ครีมทารักแร้ขาวเนียน หมดปัญหาเลเซอร์ 50 g.,190.0,190.0,190.0,0,1,2,5,2,0,Pure(เพียว),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rasf-m16vcjdwoe2c5e,https://shopee.co.th/happyprice.sh/product/446101543/22342232673
22242224945,Toby bio oil DHA & Cocoa-cal โทบี้ ไบโอออยล์ ผลิตภัณฑ์อาหารเสริมสำหรับเด็ก 30 แคปซูล,199.0,370.0,199.0,0,1,0,0,0,0,Toby(โทบี้),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7r992-lwdx6l88bavjed,https://shopee.co.th/happyprice.sh/product/446101543/22242224945
22200606322,Ayura Pinklady Gold อายูร่า พิ้งค์เลดี้ ขนาด 150 cc (แพ็คละ5ขวด),290.0,290.0,290.0,0,1,0,0,0,0,Ayura(อายูร่า),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rash-m16ubodqmkxt5b,https://shopee.co.th/happyprice.sh/product/446101543/22200606322
22176339503,iCON FACE iSERUM เซรั่มผิวกระจก สยบริ้วรอย เพื่อผิวใส ขนาด 30 ml.,690.0,690.0,690.0,0,1,1,5,2,1,Icon(ไอคอน),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qve2-lk95hhv7wwziee,https://shopee.co.th/happyprice.sh/product/446101543/22176339503
22176245474,Unicity Bio Reishi Coffee Beverage กาแฟเห็ดหลินจือ ยูนิซิตี้ ไบโอรีชี่ (1กล่อง 20 ซอง),549.0,549.0,549.0,0,1,4,0,0,0,Unicity(ยูนิซิตี้),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvfk-lk7qze2spzb98e,https://shopee.co.th/happyprice.sh/product/446101543/22176245474
22150838076,Amado Face Night Sleeping Mask อมาโด้สลีปปิ้งมาส์ก (100 กรัม),300.0,300.0,300.0,0,1,0,0,0,0,Amado(อมาโด้),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvd5-lk913wttpwhoda,https://shopee.co.th/happyprice.sh/product/446101543/22150838076
22150837949,Kumiko Collagen คูมิโกะ คอลลาเจน สเต็มเซลล์จากรกปลาแซลม่อน 1 กล่อง มี 15 ซอง,250.0,250.0,250.0,0,1,1,0,0,0,Kumiko(คุมิโกะ),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvfn-lk913uvmkmrrfe,https://shopee.co.th/happyprice.sh/product/446101543/22150837949
22067719122,กาแฟยอดรัก แบล็ค คอฟฟี่ Yodrak Coffee 30ซอง,290.0,290.0,290.0,0,1,3,0,0,0,Yodrak(ยอดรัก),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvf1-lgos0e0i6ra4c6,https://shopee.co.th/happyprice.sh/product/446101543/22067719122
22031604402,CHARIYA CENTELLA SOAP ชาริยา สบู่ใบบัวบก สบู่ปราบสิว (100กรัม),140.0,140.0,140.0,0,1,42,5,14,0,Centella(เซ็นเทลล่า),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23030-26zkn5quslov33,https://shopee.co.th/happyprice.sh/product/446101543/22031604402
22031604048,FABEO ครีมหน้าเด็ก ฟื้นฟูหลุมสิว ช่วยลดสิว หน้าสว่างกระจ่างใส ลดฝ้า,790.0,790.0,790.0,0,1,0,0,0,0,Fabeo(ฟาบีโอ้),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23030-ln3jholuslovdc,https://shopee.co.th/happyprice.sh/product/446101543/22031604048
22017635419,(3 ก้อน) NISIT VIPVUP SOAP PREMIUM PINK SALT สบู่นิสิต สบู่งานวิจัยเกลือหิมาลายัน,270.0,270.0,270.0,0,1,0,0,0,2,Nisit(นิสิต),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23010-qp7sgdg525lv0c,https://shopee.co.th/happyprice.sh/product/446101543/22017635419
22017635187,Coconut Ginseng Royal Scrub สครับโสมมะพร้าว 500กรัม,290.0,290.0,290.0,0,1,0,0,0,0,Episode Secret(เอพพิโซด ซีเคร็ท),True,False,False,search_api,https://down-th.img.susercontent.com/file/2d6c946a7be3f59a7b09d310d6a50c88,https://shopee.co.th/happyprice.sh/product/446101543/22017635187
21679723545,Bomi Gold Di Collagen Plus Calcium โบมิ โกลด์ ได คอลลาเจน พลัส แคลเซียม 100 กรัม,499.0,499.0,499.0,0,1,0,0,0,0,Bomi(โบมิ),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvey-lgos033c4pne48,https://shopee.co.th/happyprice.sh/product/446101543/21679723545
21450022273,MAHAD FACIAL CREAM 30g. ครีมมะหาด หน้าใส แท้ 100%,390.0,390.0,390.0,0,1,0,0,0,0,Hoyonna(โฮยอนนา),True,False,False,search_api,https://down-th.img.susercontent.com/file/f44c8024f16e62e9db4820208d6fa88f,https://shopee.co.th/happyprice.sh/product/446101543/21450022273
21050022369,Real Elixir Pure Collagen ผลิตภัณฑ์เสริมอาหาร เพียว คอลลาเจน,550.0,950.0,550.0,0,1,0,0,0,0,Realelixir(เรียลอิลิคเซอร์),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rasa-m0zgpvqtnrspd9,https://shopee.co.th/happyprice.sh/product/446101543/21050022369
20875822904,CARISTA - Goat Milk Premium Shampoo(100g.) แชมพูสูตรนมแพะ,149.0,149.0,149.0,0,1,0,0,0,0,Carista(คาริสต้า),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23030-de1cgab4ujov30,https://shopee.co.th/happyprice.sh/product/446101543/20875822904
20579714572,Swiss Lab เนเจอร์พาวเดอร์ครีม 1 กระปุก 30กรัม,294.0,294.0,294.0,0,1,1,5,2,0,Swiss Lab(สวิสแล็บ),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvdi-lgorzd1i93pjb8,https://shopee.co.th/happyprice.sh/product/446101543/20579714572
20150024259,"ดีพราวด์วิตามินซีสด 250,000 mg. Deproud Bio Multi C Mix ดีพราวด์ ไบโอ มัลติ ซี มิกซ์ (3สูตร)",240.0,240.0,240.0,0,1,0,0,0,1,Deproud(ดีพราวด์),True,False,False,search_api,https://down-th.img.susercontent.com/file/c06b73e082c001834da43afe5f06de1f,https://shopee.co.th/happyprice.sh/product/446101543/20150024259
20139478594,Gimmick - ครีมไข่มุกเกาหลี 미인 (5กรัม),220.0,220.0,220.0,0,1,0,0,0,0,Gimmick(กิมมิค),True,False,False,search_api,https://down-th.img.susercontent.com/file/b7ee456bd3b91a5e2e814feeb82f598a,https://shopee.co.th/happyprice.sh/product/446101543/20139478594
20050024335,Bootchy white snow queen บูทชี่ไวท์,180.0,180.0,180.0,0,1,2,0,0,0,Bootchy White(บูทซี่ไวท์),True,False,False,search_api,https://down-th.img.susercontent.com/file/abedbfb997ba1a72282ab3be3869a226,https://shopee.co.th/happyprice.sh/product/446101543/20050024335
20050024177,AWL DHA (Algal Oil DHA) บำรุงสมองลูกรัก เสริมความจำ สร้างสมาธิ เรียนรู้ไว,690.0,690.0,690.0,0,1,0,0,0,0,Auswelllife(ออสเวลไลฟ์),True,False,False,search_api,https://down-th.img.susercontent.com/file/794292776aa383a94801c19a02a66e53,https://shopee.co.th/happyprice.sh/product/446101543/20050024177
19791706434,ดับเบิ้ลที เอสเซ้นส์ผม Hair Essence DOUBLE T เอ้สเซ้นส์เร่งผมยาว 30 ml.,120.0,120.0,120.0,0,1,0,0,0,0,Double T(ดับเบิ้ล ที),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvdk-lk95hacyxt1855,https://shopee.co.th/happyprice.sh/product/446101543/19791706434
19773716395,Goat Milk Premium Keratin เคราตินนมแพะ บำรุงผม ฟื้นฟุผมเสีย 500 กรัม,370.0,370.0,370.0,0,1,2,5,2,2,Carista(คาริสต้า),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-23020-w880u6e0honva1,https://shopee.co.th/happyprice.sh/product/446101543/19773716395
